apk_name,battery-status,camera,contacts,device,dialogs,file,geolocation,globalization,inappbrowser,media,media-capture,network-information,splashscreen,statusbar,vibration
com.healthtap.userhtexpress,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
cz.burger.android.phonegap.mobileprsi,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.SpaceStationFinder,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
org.seciconsulting.mrfoggpuglia,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
com.jazzlebags.assgassfree,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.summit.conduitfilltracker,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.sixstephens.knotster,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.phonegap.mabc,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
com.guessmypic,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
com.yip.roll7days,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
com.sjdm.pip.android,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
se.svenskchefsforening.nysomchef,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
us.skyb.skysigns,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
com.apps.budget,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
mx.com.tekne.mobile.gotocinema,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
com.mulvaney.go2012,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.reachtree.profile,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
com.creativegrid.feltfactoryfree,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.phonegap.unfpa,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.racingsolution.mobileautoscene,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
com.phonegap.myvidster,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
com.webprofusion.openchargemap,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
com.aryaco.mobile,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
com.pride.lgbt,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
com.phonegap.bostaden,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
com.springmobile.employee,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
com.skytoplabs.kapeesh,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.appnjoy.sightonme,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
com.protestai,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
com.ironServices.fullDictionary,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.shweproperty.mobile,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.richapps.games,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
uk.co.sireassemblies.newspeyefree,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
com.jsplash.apps.sightreadingimprover,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
appnjoy.tippyeng,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
uk.ac.edina.mobile,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
com.obacht.game,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
appinventor.ai_p_tuttoilmondo.Fools,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
pl.desmart.gcb_event,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.battlefit.app,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
com.shaheeilyas.NakaiyNevi,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.livetrails,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
com.curbednetwork.eater,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
lab.chsmedien.mensaapp,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
com.phonegap.wordart,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.carel.climate,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
com.kliktrayllc.doctray,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
com.lasyk.tpdb,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
br.com.xaveco,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.sezonegames.ge2,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
mobile.coyote,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
com.inidfab.srm.priceassist,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
mx.com.tekne.mobile,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
de.nak.news,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
org.meshtek.countrieshangman,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.basketusa.appandroid,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.refulgenceinc.bluediamond,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
com.orange.labs.coverscan,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
nl.app33.vakmedianet.ohnw,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.powertools.AlcLevelFree,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
com.superurchin.manup,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
com.root.Dineline,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
de.werzahltmehr,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
org.meshtek.wonders7,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.m0rg0t.victorium.book,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
beep.dhenriquez.cl,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.faber04.ilostmycar,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
com.botsol.miteam,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
com.trashnothing.app,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
org.dossou.app.meteoMoto,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
com.saj.memory_check,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1
saypu.com,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
ch.webacons.backstage,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
com.collabera.TollFreeNumbers,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
blacknWhite.CallBlockerTimerWidget,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1
com.labid.varesenews,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.appfilia.android.tresnchapa,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
com.dietrichs.areacalculator,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
digitalissimo.it,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
com.phonegap.fruit_salad,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.stungeye.meowreader,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
com.faber04.romasposa,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
KGRSystems.iLearnPad.ryanki1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.designtailors.Translator,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
com.inviqa.Rower,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.tip2u.mobile,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
app.rawi.android,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
com.webcamscz.map,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
com.albernamij.numberIllusion,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
spinach.labor.salary.greencard,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.digipea.mobile,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
com.AmDeeLLC.Desi,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
com.bunkerpalace.jazzmachine,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
be.trendsco.mijntuinwebapp,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1
com.wemotic.underthechristmastreesoundcards,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.nazarene.bobbleheads,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
com.baliprojects.keutamaantarawih,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
com.eurofinsoptimed.recrut,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0
com.titechzen.titechzen,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
edu.aces.smartyards,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
ch.schwingenonline.android,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1
com.phonegap.foroneday,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.cooperbussmann.fusefinder,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
net.klier.bmi2free,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.logitech.squeezeboxremote,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
com.gwtmobile.phonegap,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
com.kyosuke25.edgejumper,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
com.ohmztech.hungrypet1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
com.dirtylittlecyborg.words.free,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
com.megatomi.vivienneballaphotography,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
